North American Industry Classification,Fiscal Year,Industry Total Obligation/De-Obligation
COMMERCIAL LITHOGRAPHIC PRINTING,2018,"$41,011.07"
NONRESIDENTIAL PROPERTY MANAGERS,2018,"$40,893.00"
GLASS AND GLAZING CONTRACTORS,2018,"$39,833.57"
BIOMASS ELECTRIC POWER GENERATION,2018,"$39,360.00"
"COMMERCIAL, INDUSTRIAL, AND INSTITUTIONAL ELECTRIC LIGHTING FIXTURE MANUFACTURING",2018,"$39,354.00"
HEATING EQUIPMENT (EXCEPT WARM AIR FURNACES) MANUFACTURING,2018,"$38,432.29"
DAIRY CATTLE AND MILK PRODUCTION,2018,"$38,400.00"
INDUSTRIAL VALVE MANUFACTURING,2018,"$37,840.38"
FOLDING PAPERBOARD BOX MANUFACTURING,2018,"$36,393.50"
OTHER AUTOMOTIVE MECHANICAL AND ELECTRICAL REPAIR AND MAINTENANCE,2018,"$36,188.27"
PRINTED CIRCUIT ASSEMBLY (ELECTRONIC ASSEMBLY) MANUFACTURING,2018,"$35,942.94"
SERVICE ESTABLISHMENT EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS,2018,"$34,117.00"
PAPER BAG AND COATED AND TREATED PAPER MANUFACTURING,2018,"$33,829.50"
RESIDENTIAL ELECTRIC LIGHTING FIXTURE MANUFACTURING,2018,"$32,976.75"
MAJOR HOUSEHOLD APPLIANCE MANUFACTURING,2018,"$32,737.65"
"LAMINATED PLASTICS PLATE, SHEET (EXCEPT PACKAGING), AND SHAPE MANUFACTURING",2018,"$32,577.21"
ALL OTHER CONSUMER GOODS RENTAL,2018,"$31,469.53"
WOOD CONTAINER AND PALLET MANUFACTURING,2018,"$29,560.00"
INDUSTRIAL PROCESS FURNACE AND OVEN MANUFACTURING,2018,"$29,222.26"
OTHER MISCELLANEOUS DURABLE GOODS MERCHANT WHOLESALERS,2018,"$28,878.50"
SPECIAL NEEDS TRANSPORTATION,2018,"$28,400.00"
OFFICE MACHINERY MANUFACTURING,2018,"$28,388.38"
DRYWALL AND INSULATION CONTRACTORS,2018,"$28,060.02"
ADMINISTRATION OF GENERAL ECONOMIC PROGRAMS,2018,"$27,600.00"
METAL HOUSEHOLD FURNITURE MANUFACTURING,2018,"$27,597.10"
RECREATIONAL AND VACATION CAMPS (EXCEPT CAMPGROUNDS),2018,"$27,500.00"
MEDIA BUYING AGENCIES,2018,"$27,129.16"
MACHINE TOOL MANUFACTURING,2018,"$26,708.18"
"JEWELRY, WATCH, PRECIOUS STONE, AND PRECIOUS METAL MERCHANT WHOLESALERS",2018,"$26,601.25"
WELDING AND SOLDERING EQUIPMENT MANUFACTURING,2018,"$26,509.96"
CURRENT-CARRYING WIRING DEVICE MANUFACTURING,2018,"$25,838.04"
"HOUSEHOLD APPLIANCES, ELECTRIC HOUSEWARES, AND CONSUMER ELECTRONICS MERCHANT WHOLESALERS",2018,"$25,387.63"
INDUSTRIAL AND PERSONAL SERVICE PAPER MERCHANT WHOLESALERS,2018,"$25,300.09"
"CONSTRUCTION, MINING, AND FORESTRY MACHINERY AND EQUIPMENT RENTAL AND LEASING",2018,"$25,000.00"
DAIRY PRODUCT (EXCEPT DRIED OR CANNED) MERCHANT WHOLESALERS,2018,"$25,000.00"
SUPPORT ACTIVITIES FOR FORESTRY,2018,"$24,995.00"
MOTOR VEHICLE SEATING AND INTERIOR TRIM MANUFACTURING,2018,"$24,938.80"
SHEET METAL WORK MANUFACTURING,2018,"$24,800.00"
"POTTERY, CERAMICS, AND PLUMBING FIXTURE MANUFACTURING",2018,"$24,610.00"
OTHER PAPERBOARD CONTAINER MANUFACTURING,2018,"$24,532.10"
OTHER COMMUNICATION AND ENERGY WIRE MANUFACTURING,2018,"$24,251.15"
OTHER COMMERCIAL PRINTING,2018,"$22,398.00"
"POTASH, SODA, AND BORATE MINERAL MINING",2018,"$22,320.90"
LEGISLATIVE BODIES,2018,"$21,800.00"
SOFT DRINK MANUFACTURING,2018,"$21,390.18"
FLOOR COVERING STORES,2018,"$20,655.86"
BLANK MAGNETIC AND OPTICAL RECORDING MEDIA MANUFACTURING,2018,"$20,556.01"
HUNTING AND TRAPPING,2018,"$20,088.00"
"OTHER JUSTICE, PUBLIC ORDER, AND SAFETY ACTIVITIES",2018,"$20,000.00"
PAINT AND WALLPAPER STORES,2018,"$20,000.00"
"METAL CROWN, CLOSURE, AND OTHER METAL STAMPING (EXCEPT AUTOMOTIVE)",2018,"$19,876.85"
MUSIC PUBLISHERS,2018,"$19,648.00"
FABRICATED STRUCTURAL METAL MANUFACTURING,2018,"$19,070.80"
SOLID WASTE LANDFILL,2018,"$18,865.34"
SAW BLADE AND HANDTOOL MANUFACTURING,2018,"$18,262.41"
SCHEDULED FREIGHT AIR TRANSPORTATION,2018,"$18,180.00"
BLIND AND SHADE MANUFACTURING,2018,"$17,780.00"
GLASS PRODUCT MANUFACTURING MADE OF PURCHASED GLASS,2018,"$17,236.93"
RADIO STATIONS,2018,"$17,121.00"
MECHANICAL POWER TRANSMISSION EQUIPMENT MANUFACTURING,2018,"$16,835.00"
CUTTING TOOL AND MACHINE TOOL ACCESSORY MANUFACTURING,2018,"$16,617.31"
OTHER URBAN TRANSIT SYSTEMS,2018,"$16,500.00"
CUT AND SEW APPAREL CONTRACTORS,2018,"$15,759.93"
ALL OTHER TRAVELER ACCOMMODATION,2018,"$15,627.34"
ALL OTHER PERSONAL SERVICES,2018,"$15,215.04"
MACHINE TOOL (METAL CUTTING TYPES) MANUFACTURING,2018,"$15,185.85"
EMPLOYMENT PLACEMENT AGENCIES,2018,"$15,000.00"
GENERAL RENTAL CENTERS,2018,"$14,774.50"
MUSICAL GROUPS AND ARTISTS,2018,"$14,500.00"
BUSINESS TO BUSINESS ELECTRONIC MARKETS,2018,"$13,240.00"
"GASKET, PACKING, AND SEALING DEVICE MANUFACTURING",2018,"$13,198.33"
OFFICES OF OTHER HOLDING COMPANIES,2018,"$13,000.00"
ELECTRONIC CONNECTOR MANUFACTURING,2018,"$12,852.60"
"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",2018,"$12,420.55"
"MEASURING, DISPENSING, AND OTHER PUMPING EQUIPMENT MANUFACTURING",2018,"$12,392.00"
"GIFT, NOVELTY, AND SOUVENIR STORES",2018,"$12,061.44"
NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS),2018,"$11,975.00"
PLASTICS PIPE AND PIPE FITTING MANUFACTURING,2018,"$11,905.26"
TRAVEL TRAILER AND CAMPER MANUFACTURING,2018,"$11,695.48"
CONCRETE BLOCK AND BRICK MANUFACTURING,2018,"$11,520.00"
HOME AND GARDEN EQUIPMENT REPAIR AND MAINTENANCE,2018,"$11,464.00"
"WOMEN'S, CHILDREN'S, AND INFANTS' CLOTHING AND ACCESSORIES MERCHANT WHOLESALERS",2018,"$11,140.00"
COMMERCIAL BAKERIES,2018,"$10,763.78"
STATIONERY AND OFFICE SUPPLIES WHOLESALERS,2018,"$10,443.31"
BOTTLED WATER MANUFACTURING,2018,"$10,128.25"
"CAFETERIAS, GRILL BUFFETS, AND BUFFETS",2018,"$9,712.50"
GASOLINE STATIONS WITH CONVENIENCE STORES,2018,"$9,634.21"
TURBINE AND TURBINE GENERATOR SET UNITS MANUFACTURING,2018,"$9,488.96"
"SPECIALIZED FREIGHT (EXCEPT USED GOODS) TRUCKING, LONG-DISTANCE",2018,"$9,224.53"
FURNITURE STORES,2018,"$9,215.74"
"MOTORCYCLE, BICYCLE, AND PARTS MANUFACTURING",2018,"$9,125.10"
JEWELRY AND SILVERWARE MANUFACTURING,2018,"$8,500.00"
PET CARE (EXCEPT VETERINARY) SERVICES,2018,"$8,500.00"
HOUSEHOLD APPLIANCE STORES,2018,"$8,367.96"
ELECTRONIC SHOPPING,2018,"$8,348.00"
SAW BLADE AND HANDSAW MANUFACTURING,2018,"$8,233.34"
FLUID POWER PUMP AND MOTOR MANUFACTURING,2018,"$8,000.00"
ORNAMENTAL AND ARCHITECTURAL METAL WORK MANUFACTURING,2018,"$7,908.07"
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,2018,"$7,800.00"
PACKAGING MACHINERY MANUFACTURING,2018,"$7,468.00"
FRESH FRUIT AND VEGETABLE MERCHANT WHOLESALERS,2018,"$7,300.90"
"CORPORATE, SUBSIDIARY, AND REGIONAL MANAGING OFFICES",2018,"$7,127.90"
FOOTWEAR MERCHANT WHOLESALERS,2018,"$6,918.75"
VITREOUS CHINA PLUMBING FIXTURE AND CHINA AND EARTHENWARE BATHROOM ACCESSORIES MANUFACTURING,2018,"$6,652.00"
OIL AND GAS FIELD MACHINERY AND EQUIPMENT MANUFACTURING,2018,"$6,624.00"
NEWS SYNDICATES,2018,"$6,000.00"
FABRICATED PIPE AND PIPE FITTING MANUFACTURING,2018,"$5,974.30"
INDUSTRIAL DESIGN SERVICES,2018,"$5,901.00"
ALL OTHER SUPPORT ACTIVITIES FOR TRANSPORTATION,2018,"$5,800.00"
SUPPORT ACTIVITIES FOR METAL MINING,2018,"$5,731.31"
CRUDE PETROLEUM EXTRACTION,2018,"$5,500.00"
MEASURING AND DISPENSING PUMP MANUFACTURING,2018,"$5,500.00"
OTHER APPAREL KNITTING MILLS,2018,"$5,305.00"
SUPPORT ACTIVITIES FOR ANIMAL PRODUCTION,2018,"$5,175.23"
SEMICONDUCTOR MACHINERY MANUFACTURING,2018,"$5,152.81"
BARBER SHOPS,2018,"$5,000.00"
CUSTOM ARCHITECTURAL WOODWORK AND MILLWORK MANUFACTURING,2018,"$5,000.00"
MATERIALS RECOVERY FACILITIES,2018,"$4,848.00"
"OVERHEAD TRAVELING CRANE, HOIST, AND MONORAIL SYSTEM MANUFACTURING",2018,"$4,768.43"
LANGUAGE SCHOOLS,2018,"$4,677.46"
WOOD WINDOW AND DOOR MANUFACTURING,2018,"$4,581.75"
COMMUNITY FOOD SERVICES,2018,"$4,568.13"
"DOLL, TOY, AND GAME MANUFACTURING",2018,"$4,500.00"
GRANTMAKING FOUNDATIONS,2018,"$4,390.55"
OTHER CUT AND SEW APPAREL MANUFACTURING,2018,"$4,321.51"
TILE AND TERRAZZO CONTRACTORS,2018,"$4,275.58"
SYNTHETIC DYE AND PIGMENT MANUFACTURING,2018,"$4,216.49"
JUNIOR COLLEGES,2018,"$4,176.65"
PAGING,2018,"$4,147.68"
SHOE STORES,2018,"$4,124.87"
WOMEN'S CLOTHING STORES,2018,"$4,000.00"
MANUFACTURED HOME (MOBILE HOME) MANUFACTURING,2018,"$3,923.00"
METAL SERVICE CENTERS AND OTHER METAL MERCHANT WHOLESALERS,2018,"$3,900.00"
LESSORS OF NONFINANCIAL INTANGIBLE ASSETS (EXCEPT COPYRIGHTED WORKS),2018,"$3,750.00"
TRANSPORTATION EQUIPMENT AND SUPPLIES (EXCEPT MOTOR VEHICLE) MERCHANT WHOLESALERS,2018,"$3,700.00"
SNACK AND NONALCOHOLIC BEVERAGE BARS,2018,"$3,096.00"
STEAM AND AIR-CONDITIONING SUPPLY,2018,"$2,843.00"
OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,2018,"$1,500.00"
OTHER ACTIVITIES RELATED TO REAL ESTATE,2018,"$1,325.06"
ETHYL ALCOHOL MANUFACTURING,2018,"$1,179.40"
"OTHER SIMILAR ORGANIZATIONS (EXCEPT BUSINESS, PROFESSIONAL, LABOR, AND POLITICAL ORGANIZATIONS)",2018,$915.03
INSURANCE AGENCIES AND BROKERAGES,2018,$754.00
HOME FURNISHING MERCHANT WHOLESALERS,2018,$740.00
"BRICK, STONE, AND RELATED CONSTRUCTION MATERIAL MERCHANT WHOLESALERS",2018,$0.00
COMPUTER AND COMPUTER PERIPHERAL EQUIPMENT AND SOFTWARE WHOLESALERS,2018,$0.00
ELECTRON TUBE MANUFACTURING,2018,$0.00
FAMILY PLANNING CENTERS,2018,$0.00
FINISH CARPENTRY CONTRACTORS,2018,$0.00
GLOVE AND MITTEN MANUFACTURING,2018,$0.00
INTERNET PUBLISHING AND BROADCASTING,2018,$0.00
LAWN AND GARDEN TRACTOR AND HOME LAWN AND GARDEN EQUIPMENT MANUFACTURING,2018,$0.00
MASONRY CONTRACTORS,2018,$0.00
MOTORCYCLE DEALERS,2018,$0.00
OTHER GASOLINE STATIONS,2018,$0.00
OTHER SUPPORT ACTIVITIES FOR WATER TRANSPORTATION,2018,$0.00
PREFABRICATED WOOD BUILDING MANUFACTURING,2018,$0.00
PRIMARY SMELTING AND REFINING OF NONFERROUS METAL (EXCEPT COPPER AND ALUMINUM),2018,$0.00
PUMP AND PUMPING EQUIPMENT MANUFACTURING,2018,$0.00
PASSENGER CAR RENTAL,2018,$-0.04
AIR PURIFICATION EQUIPMENT MANUFACTURING,2018,$-0.12
DIGITAL PRINTING,2018,$-0.68
ALL OTHER SPECIALTY FOOD STORES,2018,$-6.75
WHOLESALE TRADE AGENTS AND BROKERS,2018,$-8.00
OTHER FUEL DEALERS,2018,$-10.00
OTHER METAL VALVE AND PIPE FITTING MANUFACTURING,2018,$-13.86
CARPET AND UPHOLSTERY CLEANING SERVICES,2018,$-83.31
MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,2018,$-100.00
MEN'S AND BOYS' CUT AND SEW APPAREL MANUFACTURING,2018,$-100.62
FURNITURE WHOLESALERS,2018,$-123.06
BOOK STORES,2018,$-143.17
AUTOMOBILE AND OTHER MOTOR VEHICLE MERCHANT WHOLESALERS,2018,$-301.98
PLASTICS PACKAGING FILM AND SHEET (INCLUDING LAMINATED) MANUFACTURING,2018,$-402.80
CURTAIN AND DRAPERY MILLS,2018,$-439.02
PUBLIC FINANCE ACTIVITIES,2018,$-644.20
OTHER MISCELLANEOUS NONDURABLE GOODS MERCHANT WHOLESALERS,2018,$-782.68
WAREHOUSE CLUBS AND SUPERCENTERS,2018,$-839.99
MOTOR VEHICLE SUPPLIES AND NEW PARTS MERCHANT WHOLESALERS,2018,$-960.00
OTHER PERSONAL CARE SERVICES,2018,$-969.75
RECYCLABLE MATERIAL MERCHANT WHOLESALERS,2018,"$-1,435.11"
OTHER ORDNANCE AND ACCESSORIES MANUFACTURING,2018,"$-1,608.95"
OFFICES OF REAL ESTATE AGENTS AND BROKERS,2018,"$-1,789.00"
REGULATION OF AGRICULTURAL MARKETING AND COMMODITIES,2018,"$-2,529.00"
FINE ARTS SCHOOLS,2018,"$-2,954.50"
REGULATION AND ADMINISTRATION OF TRANSPORTATION PROGRAMS,2018,"$-2,981.51"
PLASTICS MATERIAL AND RESIN MANUFACTURING,2018,"$-3,036.52"
DANCE COMPANIES,2018,"$-3,380.00"
INDUSTRIAL MACHINERY AND EQUIPMENT WHOLESALERS,2018,"$-3,482.67"
OTHER FOOTWEAR MANUFACTURING,2018,"$-3,596.41"
CORN FARMING,2018,"$-3,665.99"
LOGGING,2018,"$-4,154.88"
"METAL COATING, ENGRAVING (EXCEPT JEWELRY AND SILVERWARE), AND ALLIED SERVICES TO MANUFACTURERS",2018,"$-4,184.17"
PLASTICS AND RUBBER INDUSTRY MACHINERY MANUFACTURING,2018,"$-5,370.43"
COIN-OPERATED LAUNDRIES AND DRYCLEANERS,2018,"$-5,417.32"
MONETARY AUTHORITIES - CENTRAL BANK,2018,"$-6,565.00"
"BOOK, PERIODICAL, AND NEWSPAPER WHOLESALERS",2018,"$-6,712.40"
DIRECT MAIL ADVERTISING,2018,"$-6,936.28"
SMALL ARMS AMMUNITION MANUFACTURING,2018,"$-8,905.28"
DIET AND WEIGHT REDUCING CENTERS,2018,"$-8,928.00"
PRIMARY BATTERY MANUFACTURING,2018,"$-9,207.08"
OTHER DIRECT SELLING ESTABLISHMENTS,2018,"$-10,124.76"
POULTRY HATCHERIES,2018,"$-10,828.03"
MANIFOLD BUSINESS FORMS PRINTING,2018,"$-15,079.01"
ADMINISTRATION OF URBAN PLANNING AND COMMUNITY AND RURAL DEVELOPMENT,2018,"$-15,312.24"
"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",2018,"$-16,472.53"
OTHER SUPPORT ACTIVITIES FOR ROAD TRANSPORTATION,2018,"$-16,766.94"
OTHER PERSONAL AND HOUSEHOLD GOODS REPAIR AND MAINTENANCE,2018,"$-16,784.35"
"EXECUTIVE AND LEGISLATIVE OFFICES, COMBINED",2018,"$-18,704.34"
LEGAL COUNSEL AND PROSECUTION,2018,"$-22,500.00"
ALL OTHER NONMETALLIC MINERAL MINING,2018,"$-22,550.00"
NATIONAL SECURITY,2018,"$-24,240.01"
SUPERMARKETS AND OTHER GROCERY (EXCEPT CONVENIENCE) STORES,2018,"$-24,732.20"
LIVESTOCK MERCHANT WHOLESALERS,2018,"$-25,730.00"
CAMERA AND PHOTOGRAPHIC SUPPLIES STORES,2018,"$-171,412.61"
FIBER OPTIC CABLE MANUFACTURING,2018,"$-270,031.00"
NEW MULTIFAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS),2018,"$-791,660.14"
CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,2018,"$-1,428,178.91"
EXTERMINATING AND PEST CONTROL SERVICES,2018,"$-1,535,888.43"
PACKAGING AND LABELING SERVICES,2018,"$-2,027,033.50"
"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES",2018,"$-3,706,300.19"
ALL OTHER MISCELLANEOUS WASTE MANAGEMENT SERVICES,2018,"$-4,179,985.68"
COMPUTER SYSTEMS DESIGN SERVICES,2019,"$3,503,932,798.75"
ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2019,"$2,065,280,724.96"
"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",2019,"$1,256,992,956.67"
OTHER COMPUTER RELATED SERVICES,2019,"$1,172,193,424.06"
DIRECT HEALTH AND MEDICAL INSURANCE CARRIERS,2019,"$1,077,520,661.83"
"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",2019,"$981,222,178.74"
RESEARCH AND DEVELOPMENT IN BIOTECHNOLOGY,2019,"$819,742,292.35"
PHARMACEUTICAL PREPARATION MANUFACTURING,2019,"$793,014,978.18"
"DATA PROCESSING, HOSTING, AND RELATED SERVICES",2019,"$646,124,127.35"
CUSTOM COMPUTER PROGRAMMING SERVICES,2019,"$635,387,473.51"
TELEMARKETING BUREAUS AND OTHER CONTACT CENTERS,2019,"$583,752,640.98"
OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,2019,"$566,565,192.60"
COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,2019,"$555,010,620.49"
OTHER MANAGEMENT CONSULTING SERVICES,2019,"$552,876,994.56"
"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",2019,"$513,679,560.09"
EMERGENCY AND OTHER RELIEF SERVICES,2019,"$465,506,855.71"
RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,2019,"$463,971,030.51"
BIOLOGICAL PRODUCT (EXCEPT DIAGNOSTIC) MANUFACTURING,2019,"$432,516,186.06"
RESEARCH AND DEVELOPMENT IN BIOTECHNOLOGY (EXCEPT NANOBIOTECHNOLOGY),2019,"$421,021,131.81"
SOFTWARE PUBLISHERS,2019,"$239,676,753.67"
FACILITIES SUPPORT SERVICES,2019,"$236,393,343.20"
ENGINEERING SERVICES,2019,"$232,633,778.88"
ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,2019,"$226,834,754.97"
TEMPORARY HELP SERVICES,2019,"$200,747,542.91"
ADVERTISING AGENCIES,2019,"$194,136,265.24"
ALL OTHER LEGAL SERVICES,2019,"$131,908,376.94"
MARKETING CONSULTING SERVICES,2019,"$109,485,818.29"
OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS,2019,"$106,743,104.64"
COMPUTER FACILITIES MANAGEMENT SERVICES,2019,"$95,210,739.48"
LESSORS OF NONRESIDENTIAL BUILDINGS (EXCEPT MINIWAREHOUSES),2019,"$90,734,642.99"
ALL OTHER OUTPATIENT CARE CENTERS,2019,"$85,102,399.52"
"MILITARY ARMORED VEHICLE, TANK, AND TANK COMPONENT MANUFACTURING",2019,"$84,481,631.60"
TESTING LABORATORIES,2019,"$82,837,852.04"
SECURITY GUARDS AND PATROL SERVICES,2019,"$74,599,204.36"
ALL OTHER MISCELLANEOUS AMBULATORY HEALTH CARE SERVICES,2019,"$71,756,639.43"
ELECTRONIC COMPUTER MANUFACTURING,2019,"$69,136,653.14"
OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,2019,"$66,817,662.55"
OTHER SERVICES RELATED TO ADVERTISING,2019,"$66,280,057.76"
INDUSTRIAL BUILDING CONSTRUCTION,2019,"$65,332,909.15"
ALL OTHER PUBLISHERS,2019,"$63,301,847.51"
SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,2019,"$61,070,511.34"
OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),2019,"$60,406,108.33"
ELECTRIC POWER DISTRIBUTION,2019,"$56,835,656.62"
VETERINARY SERVICES,2019,"$54,506,015.14"
COMPUTER AND SOFTWARE STORES,2019,"$49,829,361.39"
REFRIGERATED WAREHOUSING AND STORAGE,2019,"$47,786,993.30"
ADMINISTRATION OF PUBLIC HEALTH PROGRAMS,2019,"$45,590,143.73"
SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,2019,"$44,699,510.25"
IN-VITRO DIAGNOSTIC SUBSTANCE MANUFACTURING,2019,"$43,451,503.98"
ALL OTHER TELECOMMUNICATIONS,2019,"$43,100,203.45"
RESEARCH AND DEVELOPMENT IN NANOTECHNOLOGY,2019,"$41,807,401.00"
DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,2019,"$41,563,695.88"
MARKETING RESEARCH AND PUBLIC OPINION POLLING,2019,"$40,941,859.98"
OTHER ACCOUNTING SERVICES,2019,"$40,842,286.91"
ARCHITECTURAL SERVICES,2019,"$39,787,741.53"
"HUMAN RESOURCES CONSULTING SERVICES (2007), HUMAN RESOURCES AND EXECUTIVE SEARCH CONSULTING SERVICES (2002)",2019,"$39,735,382.58"
PUBLIC RELATIONS AGENCIES,2019,"$38,918,028.90"
OFFICE ADMINISTRATIVE SERVICES,2019,"$38,854,072.78"
GENERAL MEDICAL AND SURGICAL HOSPITALS,2019,"$34,658,046.51"
INSTITUTIONAL FURNITURE MANUFACTURING,2019,"$30,226,623.56"
ALL OTHER INSURANCE RELATED ACTIVITIES,2019,"$29,294,449.30"
ENVIRONMENTAL CONSULTING SERVICES,2019,"$27,316,621.36"
JANITORIAL SERVICES,2019,"$26,527,275.60"
MEDICAL LABORATORIES,2019,"$25,649,919.07"
HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,2019,"$24,103,635.60"
INTERNET PUBLISHING AND BROADCASTING AND WEB SEARCH PORTALS,2019,"$21,972,408.14"
NATURAL GAS DISTRIBUTION,2019,"$21,389,558.69"
BLOOD AND ORGAN BANKS,2019,"$21,215,571.99"
TRAVEL AGENCIES,2019,"$20,993,860.20"
ALL OTHER ANIMAL PRODUCTION,2019,"$20,636,270.31"
FOSSIL FUEL ELECTRIC POWER GENERATION,2019,"$20,157,485.34"
"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",2019,"$20,148,831.41"
ELECTROMEDICAL AND ELECTROTHERAPEUTIC APPARATUS MANUFACTURING,2019,"$19,659,740.16"
COMPUTER TRAINING,2019,"$18,777,542.76"
ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,2019,"$18,680,297.49"
PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,2019,"$18,664,016.72"
SECURITY SYSTEMS SERVICES (EXCEPT LOCKSMITHS),2019,"$18,656,554.58"
ALL OTHER INFORMATION SERVICES,2019,"$15,515,828.48"
PARKING LOTS AND GARAGES,2019,"$14,919,446.27"
WATER AND SEWER LINE AND RELATED STRUCTURES CONSTRUCTION,2019,"$14,525,070.38"
WIRED TELECOMMUNICATIONS CARRIERS,2019,"$14,371,818.52"
TRANSLATION AND INTERPRETATION SERVICES,2019,"$13,801,832.83"
OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING,2019,"$13,633,069.45"
"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",2019,"$13,445,530.89"
WATER SUPPLY AND IRRIGATION SYSTEMS,2019,"$13,408,738.34"
INVESTIGATION SERVICES,2019,"$13,131,261.28"
PERIODICAL PUBLISHERS,2019,"$12,261,061.30"
ALL OTHER TRANSIT AND GROUND PASSENGER TRANSPORTATION,2019,"$12,208,172.72"
OPTICAL INSTRUMENT AND LENS MANUFACTURING,2019,"$12,052,776.13"
"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",2019,"$11,944,678.80"
ALL OTHER BUSINESS SUPPORT SERVICES,2019,"$11,351,967.62"
LIBRARIES AND ARCHIVES,2019,"$11,302,252.44"
TEXTILE BAG AND CANVAS MILLS,2019,"$10,608,506.29"
OFFICES OF LAWYERS,2019,"$10,242,421.88"
FITNESS AND RECREATIONAL SPORTS CENTERS,2019,"$10,001,218.14"
ROOFING CONTRACTORS,2019,"$9,944,347.63"
PROFESSIONAL ORGANIZATIONS,2019,"$9,836,590.51"
DIAGNOSTIC IMAGING CENTERS,2019,"$9,633,912.11"
NONUPHOLSTERED WOOD HOUSEHOLD FURNITURE MANUFACTURING,2019,"$9,381,243.92"
LESSORS OF RESIDENTIAL BUILDINGS AND DWELLINGS,2019,"$8,930,234.27"
HAZARDOUS WASTE COLLECTION,2019,"$8,784,309.74"
THIRD PARTY ADMINISTRATION OF INSURANCE AND PENSION FUNDS,2019,"$8,364,414.25"
COMPUTER AND OFFICE MACHINE REPAIR AND MAINTENANCE,2019,"$7,880,739.19"
CONVENTION AND TRADE SHOW ORGANIZERS,2019,"$7,863,810.43"
BROADWOVEN FABRIC FINISHING MILLS,2019,"$7,589,060.84"
"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",2019,"$7,474,435.58"
COMPUTER AND COMPUTER PERIPHERAL EQUIPMENT AND SOFTWARE MERCHANT WHOLESALERS,2019,"$7,470,693.11"
EDUCATIONAL SUPPORT SERVICES,2019,"$7,464,757.93"
SOLID WASTE COLLECTION,2019,"$7,102,142.07"
GENERAL WAREHOUSING AND STORAGE,2019,"$7,091,541.19"
PAYROLL SERVICES,2019,"$6,952,595.88"
TELEPHONE ANSWERING SERVICES,2019,"$6,522,295.82"
HARDWARE MANUFACTURING,2019,"$6,328,769.94"
OTHER SERVICES TO BUILDINGS AND DWELLINGS,2019,"$6,188,534.05"
DOCUMENT PREPARATION SERVICES,2019,"$6,161,107.35"
MIXED MODE TRANSIT SYSTEMS,2019,"$6,022,978.05"
OUTPATIENT MENTAL HEALTH AND SUBSTANCE ABUSE CENTERS,2019,"$6,018,824.07"
ALL OTHER MISCELLANEOUS CHEMICAL PRODUCT AND PREPARATION MANUFACTURING,2019,"$5,938,395.88"
AUTOMOBILE MANUFACTURING,2019,"$5,672,708.70"
OTHER BUILDING EQUIPMENT CONTRACTORS,2019,"$5,518,373.60"
HAZARDOUS WASTE TREATMENT AND DISPOSAL,2019,"$5,342,120.43"
TELEPHONE APPARATUS MANUFACTURING,2019,"$5,339,388.26"
MEDICINAL AND BOTANICAL MANUFACTURING,2019,"$5,256,013.66"
